tweet id,user id,username,content,sentiment,target,annotator id,user_location,user_bio,user_verified
9833546179,7713202,GOPLeader,Toxic: Dems Set to Use ''Divisive'' ''Trick'' to Ram Through Job-Killing Gov't Takeover of Health Care http://bit.ly/cvjzdW #hcr,negative,dems,jbaldridge,"Washington, DC",Official Twitter account for U.S. House Speaker John Boehner (R-OH),True
10351814427,7713202,GOPLeader,Clinton & Carter pollsters say ObamaCare is a disastrous failure (via @washingtonpost): http://bit.ly/9x87Cz #hcr,negative,hcr,jbaldridge,"Washington, DC",Official Twitter account for U.S. House Speaker John Boehner (R-OH),True
9881124457,7713202,GOPLeader,Sen. Orrin Hatch (R-UT): Reconciliation on #hcr would be an assault to the democratic process http://bit.ly/9v68gy,negative,obama,luxanderson,"Washington, DC",Official Twitter account for U.S. House Speaker John Boehner (R-OH),True
9884704169,7713202,GOPLeader,"RT @Heritage Reconciliation is highly controversial, and for healthcare would be nuclear, unprecedented. http://bit.ly/d4pdHE #hcr",negative,obama,luxanderson,"Washington, DC",Official Twitter account for U.S. House Speaker John Boehner (R-OH),True
10567078289,7713202,GOPLeader,WaPo editorial: Dems' process for passing #hcr bill w/o voting on it 'unseemly' and contrary to transparency pledge http://bit.ly/c0Wyk2,negative,hcr,maherz,"Washington, DC",Official Twitter account for U.S. House Speaker John Boehner (R-OH),True
10570935517,7713202,GOPLeader,Cincinnati Enquirer editorial: the Democrats' arrogant approach to #hcr http://bit.ly/axqQTp,negative,dems,maherz,"Washington, DC",Official Twitter account for U.S. House Speaker John Boehner (R-OH),True
10076523398,7713202,GOPLeader,(VIDEO) Rep. Parker Griffith (R-AL) Delivers Weekly GOP Address on #hcr http://bit.ly/dgwg3J,neutral,gop,speriosu,"Washington, DC",Official Twitter account for U.S. House Speaker John Boehner (R-OH),True
10574026962,7713202,GOPLeader,House Republicans will force vote this week on resolution to stop Ds from implementing the ''Slaughter Solution'' #hcr,negative,dems,squeak,"Washington, DC",Official Twitter account for U.S. House Speaker John Boehner (R-OH),True
9979033977,7713202,GOPLeader,"Sen. Gregg suggests Obama may renege on fixing Senate health bill, jamming House Dems http://bit.ly/b8iGM3 #hcr",negative,obama,tdavis,"Washington, DC",Official Twitter account for U.S. House Speaker John Boehner (R-OH),True
10672716600,8245262,TWAY_Kris,RT @jcohntnr: Dems get CBO seal of approval; #healthreform is ''biggest deficit reduction act in 25 yrs'' http://bit.ly/9PcIIn #hcr #p2 #tcot,positive,hcr,yjassal,"Montgomery, AL","Consultant, advocate and evangelist for innovation in behavioral health, health and human services.  Observer of Alabama Politics.  War Eagle and Boiler Up!",False
9842280460,8430702,reverendadam,If Jesus came back and saw that the U.S. government was spending billions of dollars to cure the sick... I think he'd be cool with it.  #hcr,positive,hcr,twright,,Your least favorite Donatello.,False
10040358353,8431652,Shoq,RT @KarlFrisch: Robert Byrd: Editorial Resembles 'Barkings From The Nether Regions Of Glennbeckistan' - http://ow.ly/1eMSG - #hcr,negative,conservatives,jbaldrid,South F-ing Florida,I believe in the semantic web. I just don't know what that means.,False
9953243624,8431652,Shoq,SHOQ's FAQ ON HEALTH CARE REFORM.  Each site tells a story.  Pass it on. http://bit.ly/HealthCareFAQ #hcr #gopcodered,positive,hcr,Thanna,South F-ing Florida,I believe in the semantic web. I just don't know what that means.,False
9953186612,8431652,Shoq,U.S. is only major nation without universal health care as a means of achieving a social justice. Bill Moyers #p2 #hcr  #gopcodered,negative,other,Thanna,South F-ing Florida,I believe in the semantic web. I just don't know what that means.,False
10229690436,8431652,Shoq,.@contessaBrewer @msnbc @stevebruskCNN @CNN Why aren't you giving DC #HCR rally same attn you lavished on tea parties? #m9 #p2,negative,other,supadhyay,South F-ing Florida,I believe in the semantic web. I just don't know what that means.,False
10233678824,9362512,chickgonebad,Another reason to vote for #hcr: RT @CBSNews: Rush Limbaugh: I'll Leave Country Over Health Bill http://bit.ly/9Uevxs (via @Nobilis),positive,hcr,dperez,United States,"Liberal. Thelemite. Priestess. Feminist. Snarky. Government wonk. Cisgendered woman, and she is my preferred pronoun. Every day is Jack Harkness Day.",False
10195899801,9376622,tkinder,"As if #hcr isn't bad enough, now #government wants to regulate dietary supplements. #tlot #tcot @myen http://ow.ly/1fQ7C",negative,hcr,ewilliams,"Jackson, MO","Terry Kinder: Libertarian, #gold, #silver Christian, economics, anti-war, property rights, #ADHD, free market, liberty, individual rights, works @bulliondir",False
10248266224,9480572,PunditMom,Rush Limbaugh will leave country if #hcr passes. Could we BE so lucky?! ;),positive,hcr,dperez,,Author/journo/media entrepreneur/lawyer | Founder @The_Broad_Side | 40 Over 40 honoree | Surprising book on Hillary Clinton in 2015| @Madeiraschool mom,False
10673694511,9532402,benpolitico,La Raza still doesn't like #hcr http://is.gd/aNn68,negative,hcr,yjassal,"Brooklyn, NY",BuzzFeed Editor-in-Chief. Beats working for a living. Email or gchat me at ben@buzzfeed.com. AIM benobserver.,True
10231144370,10069612,AFLCIO,Beating the drum for #hcr #m9 http://tweetphoto.com/13813849,positive,hcr,dperez,"Washington, DC","Official Twitter page for the AFL-CIO, America's Union Movement. Read our blog for daily updates on news important to working families at http://t.co/3ZXFZ5Nc",True
10224688786,10069612,AFLCIO,RT @m4ur4: getting ready to head out with my @ufcw brothers and sisters to march 4 #hcr #m9,neutral,hcr,kona,"Washington, DC","Official Twitter page for the AFL-CIO, America's Union Movement. Read our blog for daily updates on news important to working families at http://t.co/3ZXFZ5Nc",True
9827077675,10085872,AntoniaZ,"RT @OTOOLEFAN Canadians, on average, live 3 years longer than Americans. Must be that horrible health care system they have #hcr",positive,hcr,jbaldridge,Toronto,"Media Socialite. Ink-stained witch. Million dollar views. CBC-TV & @TorontoStar vet. I tweet to entertain, inform, provoke. Trolls begone & beblocked.",False
9941958203,10168082,Heritage,"Fact-checking the president's all rhetoric, no reality, #healthcare speech: http://bit.ly/ckkMG4 #hcr #tcot",negative,obama,Thanna,"Washington, DC","A think tank devoted to the principles of free enterprise, limited government, individual freedom, traditional American values, and a strong national defense.",True
9848564431,10168082,Heritage,Even Warren Buffet is telling President Obama to scrap his #healthcare bill and #startover #hcr #tcot http://bit.ly/9XVXAB,negative,hcr,twright,"Washington, DC","A think tank devoted to the principles of free enterprise, limited government, individual freedom, traditional American values, and a strong national defense.",True
9954985705,10728582,disneyr,"There are two ways to conquer and enslave a nation. One is by the sword, the other is by debt. John Adams #tcot #hcr",positive,hcr,mfarag,"Reno, Nevada","The International Man of Reason
Dubito ergo cogito ergo sum.",False
9953478849,10733062,RatedRepublican,#whatdoyoucallit when our government ignores the wishes of over 70% of the country? #tcot #tlot #ocra #hcr #hhrs #sgp #p2 #oathkeepers #FBO,negative,hcr,sreed,,,
9935458720,10929352,Daroff,Obama will conclude #HCR speech w/USA is ''waiting for us to act.  They are waiting for us to lead...I intend to provide that leadership'',neutral,obama,mvaidya,"Washington, DC",Senior Vice President for Public Policy & Director of the Washington office of The Jewish Federations of North America (@JFederations). RT ≠ endorsement.,True
9991231073,11134252,RNC,Obama will do anything to ram #hcr through Congress. Instead of worrying about what the American people want. http://is.gd/9Gzoi #tcot,negative,obama,faiza,"Washington, DC",Updates from the Republican National Committee.,True
9877847297,11134252,RNC,@PressSec Warren Buffett says start over on health care. Will the WH listen to its economic adviser? #askgibbs #tcot #hcr,negative,dems,jschmitt,"Washington, DC",Updates from the Republican National Committee.,True
10590444206,11134252,RNC,Phone lines jammed? Contact your Representatives through our Action Center: http://is.gd/aL2Wz #tcot #hcr,neutral,hcr,lbher,"Washington, DC",Updates from the Republican National Committee.,True
9936191407,11246242,seanhackbarth,"Dear, Mr. President: the public doesn't want the Senate Dems #hcr bill. They want to start over.",negative,hcr,mvaidya,"Washington, DC/NoVA","Senior Editor at @uschamber. The man behind Newt Gingrich: http://t.co/OC8BJVXB6Y
My views are my views.",False
10085608020,11252962,ashong,I don't think people can have a right w/o some responsibility.'' - Lisa from Iowa #hcr #TheDNAx,negative,hcr,squeak,Miami,"AFropolitan, Musician, Entrepreneur. Founder/CEO of amp.it. I bring good things to life.",True
10646226678,11256622,twinelm,DUH? LIKE ANY GOOD LITTLE COMMIE RT @prolifehealth Obama Continues To Ignore America!! http://bit.ly/bQe22g #hcr,negative,obama,mfarag,Texan in Wyoming,Daughter of THE KING http://t.co/CPG0ILRJ9R Conservative American; DEFENDER OF #ISRAEL and FIERCELY #PROLIFE #tcot #sgp #CUFI,False
10675494766,11256622,twinelm,I BEG U: GET THERE RT @TombstoneBadBob RT @reimagin: AMERICA U MUST STAND UNITED - CONVERGE on DC THIS SAT-#KILLTHEBILL #HCR #TCOT #gop,negative,hcr,yjassal,Texan in Wyoming,Daughter of THE KING http://t.co/CPG0ILRJ9R Conservative American; DEFENDER OF #ISRAEL and FIERCELY #PROLIFE #tcot #sgp #CUFI,False
10527580130,11740672,TavernWench,"Why, I believe I'm feeling a bit fired up.  A bit ready to go! #HCR",positive,hcr,squeak,"Cincinnati, Ohio","F&B Pro; Frequent Guest on Progressive Blend Radio; Sports nut, I love Habs, Reds, & Bengals; Bass-Playin' Rock-Chick Maniac; Writer; Dreamer; Defeatist",False
10592001832,11775252,Cellenrun,Can we ''deem & pass'' a bill to oust Obama? #tcot #teaparty #sgp #hcr  #killthebill,negative,obama,lbher,earth,,False
10582547976,12591732,raywatts,Pence calls on Pelosi to reveal ``special\r\ndeals'' on Healthcare http://bit.ly/bUUAKp #tcot #ohtcot #hcr #tweetcongress,neutral,hcr,dchan,South Tookland,#Christian #ccot #tcot #conservative #Prolife #RuleOfLaw #SemperFi #Breitbart #USConstitution #MarxistSmackDown Loved by the perfect woman,False
9936649534,12896172,littlebytesnews,RT @visiontoamerica: Secret Democrat Memo Outlines ObamaCare Timeline http://r8t.us/8XWePe #tcot #hcr,neutral,dems,mteisberg,USA,SAHM/blogger;tweet abt politics to parenting&everything in btwn[autofeed]#Catholic #prolife #tcot #news #tech http://t.co/rvyd3mkLkJ submit parenting news,False
10674246778,13491312,timryan,CBO says #hcr reduces deficit by $130 billion over first 10 years and $1.2 trillion in the second 10 years. http://tinyurl.com/yjabetn #fb,positive,hcr,yjassal,"Warren, OH","Congressman Tim Ryan, proudly serving Ohio's 13th District in the United States Congress",True
10038267003,13493302,mmfa,Glenn Beck and crew continue to mock the uninsured: http://bit.ly/aGUsle #p2 #HCR #health #noisemachine,negative,conservatives,jbaldrid,"Washington, DC","Media Matters for America is the nation's premier progressive media watchdog, research and information center.",True
10190780801,13493302,mmfa,RT @LimbaughWire Rush Promises To ''Leav[e] The Country'' If His Health Care Distortions Come True http://bit.ly/cW81pZ #p2 #noisemachine #HCR,neutral,conservatives,jbaldridge,"Washington, DC","Media Matters for America is the nation's premier progressive media watchdog, research and information center.",True
10224035977,13850422,CNNPolitics,"RT @LisaDCNN: Today: DC certifies 1st gay marriages, Dems sweat #hcr, Sen. may vote on tax cut extndrs, Eric Massa on TV circuit #left #tcot",neutral,other,supadhyay,"Washington, D.C.","Political news, campaign stories, and Washington coverage from CNN's Political team.",True
10197781563,14152172,BlueCollarTodd,#tcot  #hcr ObamaCare Is A Gateway To Tyranny..http://bit.ly/9WeJjV  #politics  #tlot  #catcot @michellemalkin  @NewsBusters,negative,hcr,kona,Southern California,M.A. in the philosophy of religion and ethics. Work in the oil industry and  fighting Liberalism anyway I can.,False
9796647602,14161220,jeffshaw,The lesson here is simple: health care reform is necessary to win hockey gold.  #hcr #olympics,positive,hcr,jbaldridge,Walkin' the earth,Social justice. Indie hip-hop. Indigenous issues. BJJ. Random glorious Internet things. I'm communications director for @ncjustice; tweets are my own.,False
10254212329,14242376,AB1972,"http://twitpic.com/17np73 - SEIU bused in protesters for #hcr protest. Picture taken at staging area @ 23rd & Q, NW DC #astroturf #tcot",neutral,hcr,supadhyay,US,"Random jackass on the Internet.

RTs = Interesting and/or AYFKM?!?

Mostly politics, occasionally tech stuff, & lots of grammatical errors.

#noagenda #itm",False
10574595426,14248963,tomfitzgerald,"Put Rep. Patrick J. Murphy (D.,Pa), a blue dog facing tough reelection fight in PA 8, says he is a yes on #hcr.",neutral,hcr,maherz,"Philadelphia, PA",Philadelphia Inquirer political writer,True
9991843654,14250819,NorsU,RT @NRCC Rep. Deal to delay resignation so he can vote no on Dems attempt to takeover #hcr http://bit.ly/atJ3tw way to go,neutral,gop,faiza,,,
10673677198,14250819,NorsU,"If vote is Sunday, looks like they have the votes? #hcr #tcot",positive,hcr,yjassal,,,
10297265307,14255256,KaylaAnderson,Obama just tweeted that he wants ppl to spread the facts abt #hcr. Too bad Pelosi admitted already that we won't know facts till it's passed,negative,hcr,athornton,"Tallahassee, FL","Lover of the Oxford comma. Kinda funny, but not quite.



These tweets are my opinion alone. RT ・E・E endorsement.",False
9935927799,14261642,mardod,GOP agrees that doing nothing is bad? I thought that was their entire strategy. #hcr #p2,negative,gop,mvaidya,Washington State,"Paralegal, gadget nerd, mediavore. If it's got a shiny button, I want it. #geek",False
9825117150,14267557,tommyxtopher,On @mediaite : Robert Gibbs Says No Looking Back on Secret Health Care Meetings http://bit.ly/azRDph #p2 #tcot #hcr,neutral,other,twright,Southern New Jersey,"White House correspondent and Political Analyst  for The Daily Banter, liberal commentator, all around rabble-rouser.",False
10671600958,14270329,RyanNewYork,Pass The Bill: CBO shows #HCR saves us big money over the next decade. http://tinyurl.com/y9logoc #P2,positive,hcr,ddean,"Bushwick, Brooklyn, NYC","Formerly @BSD, @Vocativ, Howard Dean's 2004 Campaign. Ex-Theatre Director. Secular, Progressive, Gay FB: http://t.co/S4RgupBp4N",False
9960582848,14270329,RyanNewYork,Pass The Bill:  Video of Obama's Speech Wed. on the final push for #HCR. http://bit.ly/dessUA #P2,positive,hcr,tdavis,"Bushwick, Brooklyn, NYC","Formerly @BSD, @Vocativ, Howard Dean's 2004 Campaign. Ex-Theatre Director. Secular, Progressive, Gay FB: http://t.co/S4RgupBp4N",False
10227894032,14327577,jesseluna,@ckieff You could make links go to a page you control that reads source then forwards to Twitter. Then you have a record on you site stats.,neutral,other,kona,"Santa Paula, CA",Labor communications. Social media 4 social change. Tweets are my own. #latism #ERIC #GoStanford #TrailRunning,False
9937632290,14344823,Senate_GOPs,McConnell: ''What we know about the health care bill is people don't want it passed.'' #tcot #hcr,negative,hcr,bwelch,"Washington, D.C.",News and updates from Republican senators and their staff.,True
9988549907,14344823,Senate_GOPs,HHS Sec Sebelius will be holding online chat on #hcr. Let her know Americans want to #startover: http://bit.ly/9Tmv01 #tcot,neutral,hcr,faiza,"Washington, D.C.",News and updates from Republican senators and their staff.,True
9936238333,14344823,Senate_GOPs,Fact Checking Pres. Obama on Deficit Reduction http://bit.ly/bvVWQ9 #tcot #hcr,negative,obama,jbaldridge,"Washington, D.C.",News and updates from Republican senators and their staff.,True
9927981222,14344823,Senate_GOPs,"Sen. Mitch McConnell: The Sales Pitch May Be New, But The Bill Isn't [w/ video] http://bit.ly/c3Bhx4 #hcr #tcot",neutral,hcr,jschmitt,"Washington, D.C.",News and updates from Republican senators and their staff.,True
10185180770,14344823,Senate_GOPs,RT @GOPLeader: White House Blog treats the American people like they're Stupid:  http://bit.ly/8YGHz8 #hcr,negative,gop,mfarag,"Washington, D.C.",News and updates from Republican senators and their staff.,True
9986198954,14344823,Senate_GOPs,They Said It: Durbin Admits Health Bill Will ``Cut Hundreds Of Billions Of Dollars Out Of Medicare'' http://bit.ly/aHYhN5 #tcot #hcr,negative,hcr,tdavis,"Washington, D.C.",News and updates from Republican senators and their staff.,True
9934796169,14344823,Senate_GOPs,Senate Dems To House Dems: Reconciliation For Health Care Fix ``Never Been Tested Before'' http://bit.ly/9OPUUo #tcot #hcr,neutral,hcr,Thanna,"Washington, D.C.",News and updates from Republican senators and their staff.,True
9939410084,14344823,Senate_GOPs,Daily Caller: ''@SenAlexander: reconciliation would prompt 'instant movement to repeal the law''' http://bit.ly/capY3O #tcot #hcr,neutral,other,Thanna,"Washington, D.C.",News and updates from Republican senators and their staff.,True
10237797825,14344823,Senate_GOPs,Sen. Brown says way Dems are pushing #hcr is ''wrong.'' http://bit.ly/cS6oth #tcot,neutral,hcr,supadhyay,"Washington, D.C.",News and updates from Republican senators and their staff.,True
9961774950,14389132,nansen,US News & World Report: Obama opposed reconciliation b4 he supported it. #hcr #tcot #sgp http://bit.ly/cMTZMJ,negative,obama,tdavis,Seaview WA,"Restoring 110 yr old house/grounds in southwest WA State Victorian beach village. Passionate about salmon, oysters, technology, gin & DIY projects.",False
10227824429,14416628,MooreWV,Rush Limbaugh says he'll leave the country if Health Care Reform passes. Can we get a notary and make this official? #hcr #takeglennbecktoo,negative,conservatives,bwelch,"Huntington, WV","Amusement park enthusiast, IKEA fanatic, and technology lover. Marketing & Digital Communications for @CamdenParkWV, Customer Service Team Lead for @Amazon",False
9935920743,14437914,NewsHour,We're covering @barackobama's health care announcement @newshourlive. Refresher re #hcr - our coverage: http://to.pbs.org/ECyKs,neutral,hcr,mteisberg,"Arlington, VA | New York, NY ",PBS NewsHour is one of the most trusted news programs on TV and online. Follow us on Facebook: http://t.co/Qss5G8uYIy,True
9699003841,14695985,SEIU,"Lots of people are talking about rate hikes, but what they're NOT talking about is how it impacts women: http://seiu.me/hw #HCRsummit",negative,hcr,luxanderson,"U.S., Canada, Puerto Rico","Official Twitter account of the Service Employees International Union (SEIU), a leading voice for labor & progressive change for working people. #1u",True
10576510937,14720411,mikepfs,RT Obama's #hc plan worsens budget outlook http://ow.ly/1lpQG (@WashingtonPost Op-Ed) #hcr #handsoff #healthcare #teaparty #tcot  @GOPWhip,negative,obama,maherz,So. Cal,"Father,Christian, Conservative , Tech Geek & Photographer",False
10670711808,14728168,MelissaTweets,RT @michellemalkin: Just posted - CBO: Covering the Backsides of Obamacare-pushers? http://twurl.nl/ftwy57 #hcr #wreckonciliation,negative,hcr,dhagan,"Houston, Texas",Digital media. Classical liberal aka conservative. Blogger. Doctor. Sci-Fi/Fantasy geek. American. Texan. Christian. Mom.,False
9983607072,14730894,FreedomWorks,RT @ali: You can sign @Freedomworks No Reconciliation petition! Looks awesome. http://bit.ly/fw_norec #hcr,positive,hcr,faiza,"Washington, DC","Lower Taxes, Less Government, More Freedom! Educating and equipping a grassroots army for liberty. #grassrootsmatter
#tcot #tlot",True
9947292394,14832751,cboyack,Obama Now Selling Judgeships for Health Care Votes? http://is.gd/9DxQL #tcot #hcr #utpol #c4l #yal (via @nathancoffey),negative,obama,tdavis,"Lehi, Utah",President of @LibertasUtah. Latest book: http://t.co/5fpN3QDzqp All my books: http://t.co/Q0QyfqUu2d About me: http://t.co/sgIaspaIq5,False
10335951096,15000848,cece248,"CBO reports Senate Health Bill Would Cut Deficit By $118 Billion. http://bit.ly/bFIxF5 Guys & gals, I think we got ourselves a bill! #hcr",positive,hcr,nweaver,"Washington, D.C.","Transit guru, ex Hill staffer, Detroit expat, and #Gladiator. Exec Director of @A4transit but tweets here are my own.",False
9884143478,15008539,ACSCAN,Great turnout already on #hcr petition. Keep spreading the word. Tell 5 ppl 2 sign up now! http://ow.ly/1djQt,negative,hcr,bwelch,United States,American Cancer Society Cancer Action Network,False
10173937319,15146870,jserb,Interesting comments from resigning Massa (d) about Dem party pressuring dems on #hcr. @foxnews #killthebill #tcot,neutral,dems,ecobert,USA,"Modern mom, patriot and entrepreneur. Writing to further Conservative Expression, Fighting for Economic Freedom and Tweeting for Fun.",False
10594739890,15146870,jserb,Vote NO on an up-and-down vote on #HCR. Lets put a fork in this super bad bill. #killthebill #tcot #tweetcongress #sgp,negative,hcr,lbher,USA,"Modern mom, patriot and entrepreneur. Writing to further Conservative Expression, Fighting for Economic Freedom and Tweeting for Fun.",False
9833856100,15147298,delton,@ComfyPaws Disgusted is more like it! Seniors who have paid into Medicare may discover that they have no one to administer care. #hcr #tcot,negative,hcr,jbaldridge,"Orlando, FL",Conservative / Libertarian / Physician / Pilot / Bilingual (almost),False
